internal_id,resource_key,set_label,collector_label,japanese_name,official_english_name,status,mapping_source,name_text_id,list_index_name
614,12_2,DM-12,2,エクストリーム・クロウラー,Extreme Crawler,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2147,
615,12_3,DM-12,3,黒神龍ジャグラヴィーン,Necrodragon Jagraveen,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2151,
616,12_4,DM-12,4,殴神兵ブロンクス,Punch Trooper Bronks,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2155,
617,12_5,DM-12,5,太陽王ソウル・フェニックス,"Soul Phoenix, Avatar of Unity",printed_english_name_mapped,Dueparture overseas correspondence DM-12,2159,
618,12_6,DM-12,6,処罰の精霊ウラルス,"Ularus, Punishment Elemental",printed_english_name_mapped,Dueparture overseas correspondence DM-12,2163,
619,12_7,DM-12,7,ラッキー・ダーツ,Cosmic Darts,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2167,
620,12_8,DM-12,8,タイフーン・クロウラー,Typhoon Crawler,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2170,
621,12_9,DM-12,9,メロッペ,Meloppe,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2174,
622,12_10,DM-12,10,ギガブランド,Gigavrand,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2178,
623,12_11,DM-12,11,爆輪男,Steamroller Mutant,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2182,
624,12_12,DM-12,12,独神兵ローンスピナー,Whirling Warrior Malian,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2186,
625,12_13,DM-12,13,ドラゴン・シャウト,Mechadragon's Breath,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2190,
626,12_14,DM-12,14,レベリオン・クワキリ,Pincer Scarab,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2193,
627,12_15,DM-12,15,覚醒するブレイブ・ホーン,"Radioactive Horn, the Strange",printed_english_name_mapped,Dueparture overseas correspondence DM-12,2197,
628,12_16,DM-12,16,超戦攻賢者アギラ,"Agira, the Warlord Crawler",printed_english_name_mapped,Dueparture overseas correspondence DM-12,2201,
629,12_17,DM-12,17,超電磁妖魔ロメール,"Hydrooze, the Mutant Emperor",printed_english_name_mapped,Dueparture overseas correspondence DM-12,2205,
630,12_18,DM-12,18,超機動魔獣ギガランデス,"Phantomach, the Gigatrooper",printed_english_name_mapped,Dueparture overseas correspondence DM-12,2209,
631,12_19,DM-12,19,超神機鎧冑ゼノメノン,"Nemonex, Bajula's Robomantis",printed_english_name_mapped,Dueparture overseas correspondence DM-12,2213,
632,12_20,DM-12,20,超剛勇幻風ジャガスター,"Comet Eye, the Spectral Spud",printed_english_name_mapped,Dueparture overseas correspondence DM-12,2217,
633,12_21,DM-12,21,青嵐の精霊バルキア,"Valkyer, Starstorm Elemental",printed_english_name_mapped,Dueparture overseas correspondence DM-12,2221,
634,12_22,DM-12,22,クローン・ライトニング,Cloned Deflector,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2225,
635,12_23,DM-12,23,クローン・スパイラル,Cloned Spiral,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2228,
636,12_24,DM-12,24,エニグマ・カスケード,Enigmatic Cascade,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2231,
637,12_25,DM-12,25,ギガバルザ,Gigabalza,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2234,
638,12_26,DM-12,26,クローン・バイス,Cloned Nightmare,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2238,
639,12_27,DM-12,27,ビクトリーのナイフ,Muramasa's Knife,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2241,
640,12_28,DM-12,28,クローン・クラッシュ,Cloned Blade,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2245,
641,12_29,DM-12,29,ウイングアイ・モス,Wingeye Moth,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2248,
642,12_30,DM-12,30,伝承するクローン・ホーン,Cloned Spike-Horn,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2252,
643,12_31,DM-12,31,電磁賢者シリオン,Electro Explorer Syrion,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2256,
644,12_32,DM-12,32,電影妖魔ドルメール,Sea Mutant Dormel,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2260,
645,12_33,DM-12,33,翔天魔獣ギガッピ,Gigappi Ponto,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2264,
646,12_34,DM-12,34,翔天鎧冑ビトッチ,Buzz Betocchi,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2268,
647,12_35,DM-12,35,勇猛幻風グリタリス,Spectral Horn Glitalis,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2272,
648,12_36,DM-12,36,宣凶師ビンゴレ,"Bingole, the Explorer",printed_english_name_mapped,Dueparture overseas correspondence DM-12,2276,
649,12_37,DM-12,37,予言者ミズーイ,"Mizoy, the Oracle",printed_english_name_mapped,Dueparture overseas correspondence DM-12,2280,
650,12_38,DM-12,38,宣凶師ベルモーレ,"Belmol, the Explorer",printed_english_name_mapped,Dueparture overseas correspondence DM-12,2284,
651,12_39,DM-12,39,予言者ファルシ,"Pharzi, the Oracle",printed_english_name_mapped,Dueparture overseas correspondence DM-12,2288,
652,12_40,DM-12,40,バミューダ・クロウラー,Tropic Crawler,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2292,
653,12_41,DM-12,41,ファンキー・ウィザード,Funky Wizard,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2296,
654,12_42,DM-12,42,フェイト・カーペンター,Wily Carpenter,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2300,
655,12_43,DM-12,43,パッション・マリアッチ,Frantic Chieftain,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2304,
656,12_44,DM-12,44,黒神龍ザルバ,Necrodragon Zalva,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2308,
657,12_45,DM-12,45,ギガレイズ,Gigarayze,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2312,
658,12_46,DM-12,46,風車男,Windmill Mutant,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2316,
659,12_47,DM-12,47,ギガスラッグ,Gigaslug,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2320,
660,12_48,DM-12,48,炎神兵ゴリアック,Flame Trooper Goliac,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2324,
661,12_49,DM-12,49,閃神兵ラウゼス,Hypersprint Warrior Uzesol,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2328,
662,12_50,DM-12,50,ペッペ・ペッパー,Peppi Pepper,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2332,
663,12_51,DM-12,51,ロンリーのホッチキス,Gandaval's Stapler,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2336,
664,12_52,DM-12,52,シャムシャム・カブキリ,Copper Locust,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2340,
665,12_53,DM-12,53,召集するタートル・ホーン,"Turtle Horn, the Imposing",printed_english_name_mapped,Dueparture overseas correspondence DM-12,2344,
666,12_54,DM-12,54,フィーバー・ナッツ,Fever Nuts,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2348,
667,12_55,DM-12,55,アラーム・ラディッシュ,Uncanny Turnip,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2352,
668,12_S1,DM-12,S1,緑神龍アーク・デラセルナ,Terradragon Arque Delacerna,printed_english_name_mapped,Dueparture overseas correspondence DM-12,2356,
669,12_S2,DM-12,S2,英霊王スターマン,"Wise Starnoid, Avatar of Hope",printed_english_name_mapped,Dueparture overseas correspondence DM-12,2360,
670,12_S3,DM-12,S3,蛇魂王ナーガ,"Cruel Naga, Avatar of Fate",printed_english_name_mapped,Dueparture overseas correspondence DM-12,2364,
671,12_S4,DM-12,S4,暗黒王デス・フェニックス,"Death Phoenix, Avatar of Doom",printed_english_name_mapped,Dueparture overseas correspondence DM-12,2368,
672,12_S5,DM-12,S5,聖獣王ペガサス,"Aura Pegasus, Avatar of Life",printed_english_name_mapped,Dueparture overseas correspondence DM-12,2372,
