master_text_id,roles,cards,source_japanese,list_index,list1_japanese,dormant_list2_reference,translation
1786,race,505:10_73:DM-10 73:予言者カエミラ,ライトブリンガー,1320,ライトブリンガー,ライトブリンガー,Light Bringer
1787,name,506:10_74:DM-10 74:雲海の守護者メッサ・バーナ,雲海の守護者メッサ・バーナ,1321,雲海の守護者メッサ・バーナ,"Messa Bahna, Guardian of the Cloudy Expanse","Messa Bahna, Expanse Guardian"
1788,rules,506:10_74:DM-10 74:雲海の守護者メッサ・バーナ,"■ブロッカー
■このクリーチャーは、相手プレイヤーを攻撃できない。
■相手のクリーチャーが攻撃する時、このクリーチャーは可能ならブロックする。",1322,"{B}ブロッカー
＊このクリーチャーは、相手プレイヤーを攻撃できない。
＊相手のクリーチャーが攻撃する時、このクリーチャーは可能ならブロックする。","{B} Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
*This creature can't attack players.
*Whenever an opponent's creature attacks, this creature blocks if able.","■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ Whenever an opponent's creature attacks, this creature blocks if able.
■ This creature can't attack players."
1789,flavor,506:10_74:DM-10 74:雲海の守護者メッサ・バーナ,天空の鐘の音は、いつになく危機感に溢れていた。,1323,天空の鐘の音は、いつになく危機感に溢れていた。,The Bell of Heaven pealed with a more urgent sound than ever before.,
1790,race,506:10_74:DM-10 74:雲海の守護者メッサ・バーナ,ガーディアン,1324,ガーディアン,ガーディアン,Guardian
1791,name,507:10_75:DM-10 75:聖騎士メタルサターン,聖騎士メタルサターン,1325,聖騎士メタルサターン,"Metal Saturn, the holy knight","Ferrosaturn, Spectral Knight"
1792,rules,507:10_75:DM-10 75:聖騎士メタルサターン,"■ブロッカー（相手クリーチャーが攻撃する時、このクリーチャーをタップして、その攻撃を阻止してもよい。その後、その相手クリーチャーとバトルする）
■このクリーチャーは、相手プレイヤーを攻撃できない。",1326,"{B}ブロッカー（相手クリーチャーが攻撃する時、このクリーチャーをタップして、その攻撃を阻止してもよい。その後、その相手クリーチャーとバトルする）　　　　　
＊このクリーチャーは、相手プレイヤーを攻撃できない。","{B} Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
*This creature can't attack players.","■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack players."
1793,flavor,507:10_75:DM-10 75:聖騎士メタルサターン,世界の勢力図は混迷を極めた。さながら、聖騎士メタルサターンが翻すマントの色の如く。,1327,世界の勢力図は混迷を極めた。さながら、聖騎士メタルサターンが翻すマントの色の如く。,"With the appearance of the new beings, the various battlefronts were thrown into chaos, a panoply of color mirroring Metal Saturn's cloak.",
1794,race,507:10_75:DM-10 75:聖騎士メタルサターン,レインボー・ファントム,1328,レインボー・ファントム,レインボー・ファントム,Rainbow Phantom
1795,name,508:10_76:DM-10 76:予言者クルト,予言者クルト,1329,予言者クルト,"Kult, the Prophet","Tulk, the Oracle"
1796,flavor,508:10_76:DM-10 76:予言者クルト,もっとも弱い者のみが、その奇跡を予言していた。世界は混迷し、憎しみを生み続ける。予言を知っていてさえも、この事態は複雑すぎた。,1330,もっとも弱い者のみが、その奇跡を予言していた。世界は混迷し、憎しみを生み続ける。予言を知っていてさえも、この事態は複雑すぎた。,"It was the weakest among them that predicted the miracle. Still, even those who knew the prophecy were unprepared for the chaos that followed.",
1797,race,508:10_76:DM-10 76:予言者クルト,ライトブリンガー,1331,ライトブリンガー,ライトブリンガー,Light Bringer
1798,name,509:10_77:DM-10 77:ロジック・キューブ,ロジック・キューブ,1332,ロジック・キューブ,Logic Cube,Logic Cube
1799,rules,509:10_77:DM-10 77:ロジック・キューブ,"■Ｓ・トリガー（この呪文をシールドゾーンから手札に加える時、コストを支払わずにすぐ唱えてもよい）
■自分の山札を見る。その中から呪文を１枚選んで相手に見せ、自分の手札に加えてもよい。その後、山札をシャッフルする。",1333,"{ST}S・トリガー（この呪文をシールドゾーンから手札に加える時、コストを支払わずにすぐ唱えてもよい）　
＊自分の山札を見る。その中から呪文を1枚選んで相手に見せ、自分の手札に加えてもよい。その後、山札をシャッフルする。","{ST} Shield trigger (When this spell is put into your hand from your shield zone, you may cast it immediately for no cost.)
*Search your deck. You may take a spell from your deck, show that spell to your opponent, and put it into your hand. Then shuffle your deck.","■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Search your deck. You may take a spell from your deck, show that spell to your opponent, and put it into your hand. Then shuffle your deck."
1800,name,510:10_78:DM-10 78:ソーラー・レイ,ソーラー・レイ,1334,ソーラー・レイ,Solar Ray,Solar Ray
1801,rules,510:10_78:DM-10 78:ソーラー・レイ,"■Ｓ・トリガー（この呪文をシールドゾーンから手札に加える時、コストを支払わずにすぐ唱えてもよい）
■バトルゾーンにある相手のクリーチャーを１体選び、タップする。",1335,"{ST}S・トリガー（この呪文をシールドゾーンから手札に加える時、コストを支払わずにすぐ唱えてもよい）　　　　　　　
＊バトルゾーンにある相手のクリーチャーを１体選び、タップする。","{ST} Shield trigger (When this spell is put into your hand from your shield zone, you may cast it immediately for no cost.)
*Choose one of your opponent's creatures in the battle zone and tap it.","■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Choose one of your opponent's creatures in the battle zone and tap it."
1802,flavor,510:10_78:DM-10 78:ソーラー・レイ,体が動かぬとも出来る事はある。お奨めは最後の懺悔だ。,1336,体が動かぬとも出来る事はある。お奨めは最後の懺悔だ。,"Even if you can't move, there's still something you can do--make your peace.",
1803,name,511:10_79:DM-10 79:エレキチューブ・マンタ,エレキチューブ・マンタ,1337,エレキチューブ・マンタ,Electric Tube Manta,Fluorogill Manta
1804,rules,511:10_79:DM-10 79:エレキチューブ・マンタ,■自分の光と闇のクリーチャーはブロックされない。,1338,＊自分の光と闇のクリーチャーはブロックされない。,*Your light and darkness creatures can't be blocked.,■ Your light creatures and darkness creatures can't be blocked.
1805,flavor,511:10_79:DM-10 79:エレキチューブ・マンタ,のんびりとした探検家だけが、隠された裏道を知っている。,1339,のんびりとした探検家だけが、隠された裏道を知っている。,The patient explorer finds all the routes to his destination.,
1806,race,511:10_79:DM-10 79:エレキチューブ・マンタ,ゲル・フィッシュ,1340,ゲル・フィッシュ,ゲル・フィッシュ,Gel Fish
1807,name,512:10_80:DM-10 80:ミルポロ,ミルポロ,1341,ミルポロ,Milporo,Milporo
1808,rules,512:10_80:DM-10 80:ミルポロ,"■サイレントスキル（自分のターンのはじめに、このクリーチャーがタップされていたら、アンタップするかわりに次の[SS]能力を使ってもよい）
[SS]－カードを１枚引く。",1342,"＊サイレントスキル（自分のターンのはじめに、このクリーチャーがタップされていたら、アンタップするかわりに次のi 能力を使ってもよい）
i カードを１枚引く。","*Silent Skill (At the start of your turn, if this creature is tapped, you may keep it tapped and use its i ability.)
i Draw a card.","■ Silent skill (At the start of each of your turns, if this creature is tapped, you may keep it tapped and use its silent skill ability.)
  Draw a card."
1809,flavor,512:10_80:DM-10 80:ミルポロ,「まさか月にあれ以外の物が隠されていたなんて。いじりがいがあるね。」- ミルポロ,1343,「まさか月にあれ以外の物が隠されていたなんて。いじりがいがあるね。」- ミルポロ,I never would have imagined there was something else hidden on the moon. That makes playing with it even more fun.　--Milporo,
1810,race,512:10_80:DM-10 80:ミルポロ,サイバーロード,1344,サイバーロード,サイバーロード,Cyber Lord
1811,name,513:10_81:DM-10 81:パールチェーン・バトラー,パールチェーン・バトラー,1345,パールチェーン・バトラー,Pearl Chain Battler,Tide Patroller
1812,rules,513:10_81:DM-10 81:パールチェーン・バトラー,■ブロッカー（相手クリーチャーが攻撃する時、このクリーチャーをタップして、その攻撃を阻止してもよい。その後、その相手クリーチャーとバトルする）　,1346,{B}ブロッカー（相手クリーチャーが攻撃する時、このクリーチャーをタップして、その攻撃を阻止してもよい。その後、その相手クリーチャーとバトルする）　,"{B} Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)","■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)"
1813,flavor,513:10_81:DM-10 81:パールチェーン・バトラー,マーフォークの王国へ進入した者は、すぐに彼等の暖かい歓迎を受ける。,1347,マーフォークの王国へ進入した者は、すぐに彼等の暖かい歓迎を受ける。,The merfolk were ready to coldly embrace any who attempted to invade their undersea kingdom.,
1814,race,513:10_81:DM-10 81:パールチェーン・バトラー,マーフォーク,1348,マーフォーク,マーフォーク,Merfolk
1815,name,514:10_82:DM-10 82:バッテリーヘッド・クラスター,バッテリーヘッド・クラスター,1349,バッテリーヘッド・クラスター,Batteryhead Cluster,Battery Cluster
1816,rules,514:10_82:DM-10 82:バッテリーヘッド・クラスター,"■ブロッカー（相手クリーチャーが攻撃する時、このクリーチャーをタップして、その攻撃を阻止してもよい。その後、その相手クリーチャーとバトルする）
■このクリーチャーは攻撃することができない。",1350,"{B}ブロッカー（相手クリーチャーが攻撃する時、このクリーチャーをタップして、その攻撃を阻止してもよい。その後、その相手クリーチャーとバトルする）　　　　　　
＊このクリーチャーは攻撃することができない。","{B} Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
*This creature can't attack.","■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack."
1817,flavor,514:10_82:DM-10 82:バッテリーヘッド・クラスター,「よしよし、このプログラムはいい感じだね。」- アクアン,1351,「よしよし、このプログラムはいい感じだね。」- アクアン,This is one of my better programs.　--Aquan,
1818,race,514:10_82:DM-10 82:バッテリーヘッド・クラスター,サイバー・クラスター,1352,サイバー・クラスター,サイバー・クラスター,Cyber Cluster
1819,name,515:10_83:DM-10 83:トーピード・クラスター,トーピード・クラスター,1353,トーピード・クラスター,Torpedo Cluster,Torpedo Cluster
1820,rules,515:10_83:DM-10 83:トーピード・クラスター,■このクリーチャーをバトルゾーンに出した時、自分のマナゾーンにあるカードを１枚自分の手札に戻す。,1354,＊このクリーチャーをバトルゾーンに出した時、自分のマナゾーンにあるカードを１枚自分の手札に戻す。,"*When you put this creature into the battle zone, return a card from your mana zone to your hand.","■ When you put this creature into the battle zone, return a card from your mana zone to your hand."
1821,flavor,515:10_83:DM-10 83:トーピード・クラスター,魚雷の種は、掘った土。,1355,魚雷の種は、掘った土。,Even the smallest rock can become a missile with enough force behind it.,
1822,race,515:10_83:DM-10 83:トーピード・クラスター,サイバー・クラスター,1356,サイバー・クラスター,サイバー・クラスター,Cyber Cluster
1823,name,516:10_84:DM-10 84:アクア・アナライザー,アクア・アナライザー,1357,アクア・アナライザー,Aqua Analyzer,Aqua Strummer
1824,rules,516:10_84:DM-10 84:アクア・アナライザー,■このクリーチャーをバトルゾーンに出した時、自分の山札の上から５枚まで見て、好きな順番で山札に戻す。,1358,＊このクリーチャーをバトルゾーンに出した時、自分の山札の上から５枚まで見て、好きな順番で山札に戻す。,"*When you put this creature into the battle zone, look at up to 5 cards from the top of your deck and put them back in any order.","■ When you put this creature into the battle zone, look at up to 5 cards from the top of your deck and put them back in any order."
1825,flavor,516:10_84:DM-10 84:アクア・アナライザー,「もう詰んだかも。」- アクア・アナライザー,1359,「もう詰んだかも。」- アクア・アナライザー,I believe that's checkmate?　--Aqua Analyzer,
1826,race,516:10_84:DM-10 84:アクア・アナライザー,リキッド・ピープル,1360,リキッド・ピープル,リキッド・ピープル,Liquid People
1827,name,517:10_85:DM-10 85:スパイラル・ゲート,スパイラル・ゲート,1361,スパイラル・ゲート,Spiral Gate,Spiral Gate
1828,rules,517:10_85:DM-10 85:スパイラル・ゲート,"■Ｓ・トリガー（この呪文をシールドゾーンから手札に加える時、コストを支払わずにすぐ唱えてよい）
■バトルゾーンにあるクリーチャーを１体選び、持ち主の手札に戻す。",1362,"{ST}S・トリガー（この呪文をシールドゾーンから手札に加える時、コストを支払わずにすぐ唱えてよい）　　　　　　
＊バトルゾーンにあるクリーチャーを1体選び、持ち主の手札に戻す。","{ST} Shield trigger (When this spell is put into your hand from your shield zone, you may cast it immediately for no cost.)
*Choose a creature in the battle zone and return it to its owner's hand.","■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Choose a creature in the battle zone and return it to its owner's hand."
1829,flavor,517:10_85:DM-10 85:スパイラル・ゲート,こっちの水は辛いぜ。ママのミルクで我慢しな。,1363,こっちの水は辛いぜ。ママのミルクで我慢しな。,Come back when you're ready.,
1830,name,518:10_86:DM-10 86:マインド・サーチ,マインド・サーチ,1364,マインド・サーチ,Mind Search,Recon Operation
1831,rules,518:10_86:DM-10 86:マインド・サーチ,■相手のシールドを３枚まで見る。その後、そのシールドを元の場所に戻す。,1365,＊相手のシールドを3枚まで見る。その後、そのシールドを元の場所に戻す。,*Look at up to 3 of your opponent's shields. Then put them back where they were.,■ Look at up to 3 of your opponent's shields. Then put them back where they were.
1832,flavor,518:10_86:DM-10 86:マインド・サーチ,お見通しだよ。,1366,お見通しだよ。,I can see your future.,
1833,name,519:10_87:DM-10 87:頭刃怪人グレイブクック,頭刃怪人グレイブクック,1367,頭刃怪人グレイブクック,"Gravecook, Master of Blades",Nightmare Invader
1834,flavor,519:10_87:DM-10 87:頭刃怪人グレイブクック,「爆炎野郎ジョーさんよぉ、教えてくれよぉ。ワシの、ワシの包丁はどこじゃああああ？」- 頭刃怪人グレイブクック,1368,「爆炎野郎ジョーさんよぉ、教えてくれよぉ。ワシの、ワシの包丁はどこじゃああああ？」- 頭刃怪人グレイブクック,"Hey J-j-joe, t-t-tell me, wh-where are m-m-my knives!?　--Gravecook",
1835,race,519:10_87:DM-10 87:頭刃怪人グレイブクック,デビルマスク,1369,デビルマスク,デビルマスク,Devil Mask
1836,name,520:10_88:DM-10 88:暴発秘宝ベンゾ,暴発秘宝ベンゾ,1370,暴発秘宝ベンゾ,"Benzo, the Hidden Fury","Benzo, the Hidden Fury"
1837,rules,520:10_88:DM-10 88:暴発秘宝ベンゾ,■このクリーチャーをバトルゾーンに出した時、自分のシールドを１枚選び、自分の手札に加える。（その「Ｓ・トリガー」を使ってもよい）,1371,＊このクリーチャーをバトルゾーンに出した時、自分のシールドを1枚選び、自分の手札に加える。（その「Ｓ・トリガー」を使ってもよい）,"*When you put this creature into the battle zone, choose one of your shields and put it into your hand. (You may use the ""shield trigger"" ability of that shield.)","■ When you put this creature into the battle zone, choose one of your shields and put it into your hand. (You can use the ""shield trigger"" ability of that shield.)"
1838,flavor,520:10_88:DM-10 88:暴発秘宝ベンゾ,パンドラボックスは、覇王ブラック・モナークの戯れから誕生した。,1372,パンドラボックスは、覇王ブラック・モナークの戯れから誕生した。,The pandora boxes were originally created to be amusements for the Dark Monarch.,
1839,race,520:10_88:DM-10 88:暴発秘宝ベンゾ,パンドラボックス,1373,パンドラボックス,パンドラボックス,Pandora's Box
1840,name,521:10_89:DM-10 89:砂男,砂男,1374,砂男,Sand Man,Hourglass Mutant
1841,rules,521:10_89:DM-10 89:砂男,■バトルゾーンにある自分の水と火のクリーチャーは「スレイヤー」を得る。（「スレイヤー」を持つクリーチャーがバトルする時、バトルの後、相手クリーチャーを破壊する）,1375,＊バトルゾーンにある自分の水と火のクリーチャーは「スレイヤー」を得る。（「スレイヤー」を持つクリーチャーがバトルする時、バトルの後、相手クリーチャーを破壊する）,"*Each of your water and fire creatures in the battle zone has ""slayer."" (Whenever a creature that has ""slayer"" battles, destroy the other creature after the battle).","■ Each of your water creatures and fire creatures in the battle zone has ""slayer."" (Whenever a creature that has ""slayer"" battles, destroy the other creature after the battle.)"
1842,flavor,521:10_89:DM-10 89:砂男,砂粒がさらさらとこぼれおちるように、砂男の呪いもじわりと拡がる。,1376,砂粒がさらさらとこぼれおちるように、砂男の呪いもじわりと拡がる。,"As grains of sand slowly cascade down from dunes, so spreads the curse of the Sand Man.",
1843,race,521:10_89:DM-10 89:砂男,ヘドリアン,1377,ヘドリアン,ヘドリアン,Hedrian
1844,name,522:10_90:DM-10 90:憔悴の影ブロークン・ヘッド,憔悴の影ブロークン・ヘッド,1378,憔悴の影ブロークン・ヘッド,"Broken Head, Shadow of Fatigue","Mummy Wrap, Shadow of Fatigue"
1845,rules,522:10_90:DM-10 90:憔悴の影ブロークン・ヘッド,"■このクリーチャーで攻撃するかわりに、タップして次の[Ｔ]能力を使ってもよい。
[Ｔ]－各プレイヤーは、相手の手札を１枚見ないで選び、捨てさせる。",1379,"＊このクリーチャーで攻撃するかわりに、タップして次の t 能力を使ってもよい。
 t 各プレイヤーは、相手の手札を1枚見ないで選び、捨てさせる。","*Instead of having this creature attack, you may tap it to use its t ability.
t Each player discards a card at random from his hand.","■ Instead of having this creature attack, you may tap it to use its tap ability.
 Each player discards a card at random from his hand."
1846,flavor,522:10_90:DM-10 90:憔悴の影ブロークン・ヘッド,寝具を出ても悪夢が終わるとは限らない。,1380,寝具を出ても悪夢が終わるとは限らない。,Not all nightmares end when you awaken.,
1847,race,522:10_90:DM-10 90:憔悴の影ブロークン・ヘッド,ゴースト,1381,ゴースト,ゴースト,Ghost
1848,name,523:10_91:DM-10 91:道化人形ミケ,道化人形ミケ,1382,道化人形ミケ,"Mikay, Bobbing Doll","Mikay, Rattling Doll"
1849,rules,523:10_91:DM-10 91:道化人形ミケ,"■ブロッカー（相手クリーチャーが攻撃する時、このクリーチャーをタップして、その攻撃を阻止してもよい。その後、その相手クリーチャーとバトルする）
■このクリーチャーは攻撃することができない。",1383,"{B}ブロッカー（相手クリーチャーが攻撃する時、このクリーチャーをタップして、その攻撃を阻止してもよい。その後、その相手クリーチャーとバトルする）　
＊このクリーチャーは攻撃することができない。","{B} Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
*This creature can't attack.","■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack."
1850,race,523:10_91:DM-10 91:道化人形ミケ,デスパペット,1384,デスパペット,デスパペット,Death Puppet
1851,name,524:10_92:DM-10 92:ベノム・カプセル,ベノム・カプセル,1385,ベノム・カプセル,Venom Capsule,Venom Capsule
1852,rules,524:10_92:DM-10 92:ベノム・カプセル,"■サイレントスキル（自分のターンのはじめに、このクリーチャーがタップされていたら、アンタップするかわりに次の[SS]能力を使ってもよい）
[SS]－このクリーチャーは、相手のシールドを１枚ブレイクする。",1386,"＊サイレントスキル（自分のターンのはじめに、このクリーチャーがタップされていたら、アンタップするかわりに次のi 能力を使ってもよい）
i このクリーチャーは、相手のシールドを１枚ブレイクする。","*Silent Skill (At the start of your turn, if this creature is tapped, you may keep it tapped and use its i ability.)
i This creature breaks one of your opponent's shields.","■ Silent skill (At the start of each of your turns, if this creature is tapped, you may keep it tapped and use its silent skill ability.)
  This creature breaks one of your opponent's shields."
1853,flavor,524:10_92:DM-10 92:ベノム・カプセル,気付いたら、死んだ。,1387,気付いたら、死んだ。,"By the time you realize it's there, it's already too late.",
1854,race,524:10_92:DM-10 92:ベノム・カプセル,ブレインジャッカー,1388,ブレインジャッカー,ブレインジャッカー,Brain Jacker
1855,name,525:10_93:DM-10 93:デス・スモーク,デス・スモーク,1389,デス・スモーク,Death Smoke,Death Smoke
1856,rules,525:10_93:DM-10 93:デス・スモーク,■タップされていない相手のクリーチャーを１体選び、破壊する。,1390,*タップされていない相手のクリーチャーを1体選び、破壊する。,*Destroy one of your opponent's untapped creatures.,■ Destroy one of your opponent's untapped creatures.
1857,flavor,525:10_93:DM-10 93:デス・スモーク,ぱっくりもぐもぐ。,1391,ぱっくりもぐもぐ。,"Chomp, munch, munch...",
1858,name,526:10_94:DM-10 94:魂縛,魂縛,1392,魂縛,Soul Bind,Infernal Command
1859,rules,526:10_94:DM-10 94:魂縛,"■Ｓ・トリガー　　
■バトルゾーンにある相手のクリーチャーを１体選ぶ。そのクリーチャーは、自分の次のターンのはじめまで「このクリーチャーは、可能なら攻撃する」を得る。",1393,"{ST}S・トリガー　　
＊バトルゾーンにある相手のクリーチャーを１体選ぶ。そのクリーチャーは、自分の次のターンのはじめまで「このクリーチャーは、可能なら攻撃する」を得る。","{ST} Shield trigger (When this spell is put into your hand from your shield zone, you may cast it immediately for no cost.)
*Choose one of your opponent's creatures in the battle zone. It gets ""this creature attacks if able"" until the start of your next turn.","■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Choose one of your opponent's creatures in the battle zone. It gets ""this creature attacks if able"" until the start of your next turn."
1860,flavor,526:10_94:DM-10 94:魂縛,恐怖が行動を単純化する。,1394,恐怖が行動を単純化する。,"Fear drives all rational thought from the mind, leaving only instinct.",
1861,name,527:10_95:DM-10 95:マイキーのペンチ,マイキーのペンチ,1395,マイキーのペンチ,Mykee's Pliers,Mykee's Pliers
1862,rules,527:10_95:DM-10 95:マイキーのペンチ,■バトルゾーンにある自分の闇と自然のクリーチャーは「スピードアタッカー」を得る。（「スピードアタッカー」を持つクリーチャーは召喚酔いしない）,1396,＊バトルゾーンにある自分の闇と自然のクリーチャーは「スピードアタッカー」を得る。（「スピードアタッカー」を持つクリーチャーは召喚酔いしない）,"*Each of your darkness and nature creatures in the battle zone has ""speed attacker."" (A creature that has ""speed attacker"" doesn't get summoning sickness.)","■ Each of your darkness creatures and nature creatures in the battle zone has ""speed attacker."" (A creature that has ""speed attacker"" doesn't get summoning sickness.)"
1863,flavor,527:10_95:DM-10 95:マイキーのペンチ,「この神経、繋げちゃおうぜ！」- 特攻隊長マイキー,1397,「この神経、繋げちゃおうぜ！」- 特攻隊長マイキー,I wonder what will happen if we connect this synapse!? --Shock Trooper Mykee,
1864,race,527:10_95:DM-10 95:マイキーのペンチ,ゼノパーツ,1398,ゼノパーツ,ゼノパーツ,Xenoparts
1865,name,528:10_96:DM-10 96:撃墜団長メッツアー,撃墜団長メッツアー,1399,撃墜団長メッツアー,"Mezger, Commando Leader","Mezger, Commando Leader"
1866,rules,528:10_96:DM-10 96:撃墜団長メッツアー,■スピードアタッカー（このクリーチャーは召喚酔いしない）,1400,＊スピードアタッカー（このクリーチャーは召喚酔いしない）,*Speed attacker (This creature doesn't get summoning sickness.),■ Speed attacker (This creature doesn't get summoning sickness.)
1867,flavor,528:10_96:DM-10 96:撃墜団長メッツアー,「勢いしか無いんだよな」―無謀鉄人チョイヤ,1401,「勢いしか無いんだよな」－無謀鉄人チョイヤ,"""Just do it!""　--Choya the Unheeding",
1868,race,528:10_96:DM-10 96:撃墜団長メッツアー,ヒューマノイド,1402,ヒューマノイド,ヒューマノイド,Human
1869,name,529:10_97:DM-10 97:城神兵バガッシュ,城神兵バガッシュ,1403,城神兵バガッシュ,Seige Trooper Bagash,Siege Roller Bagash
1870,rules,529:10_97:DM-10 97:城神兵バガッシュ,■攻撃中、このクリーチャーのパワーは、バトルゾーンにある自分の他のタップされているクリーチャー１体につき+1000される。,1404,＊攻撃中、このクリーチャーのパワーは、バトルゾーンにある自分の他のタップされているクリーチャー１体につき+1000される。,"*While attacking, this creature gets +1000 power for each of your other tapped creatures in the battle zone.","■ While attacking, this creature gets +1000 power for each of your other tapped creatures in the battle zone."
1871,flavor,529:10_97:DM-10 97:城神兵バガッシュ,「バガッシュ、あっちのが日当たりよさそう。」- 爆炎野郎ジョー,1405,「バガッシュ、あっちのが日当たりよさそう。」- 爆炎野郎ジョー,"Let's head over there, Bagash--the weather looks nicer. --Explosive Dude Joe",
1872,race,529:10_97:DM-10 97:城神兵バガッシュ,アーマロイド,1406,アーマロイド,アーマロイド,Armorloid
1873,name,530:10_98:DM-10 98:クラッグザウルス,クラッグザウルス,1407,クラッグザウルス,Cragsaurus,Cragsaur
1874,flavor,530:10_98:DM-10 98:クラッグザウルス,各地の戦いは僅かながら、沈静化していった。あまりの強大な力の出現に恐怖が均衡を生んだのだ。,1408,各地の戦いは僅かながら、沈静化していった。あまりの強大な力の出現に恐怖が均衡を生んだのだ。,"Gradually, the battlefields became quiescent, the combatants' fear of the powerful newcomers balancing their battlelust.",
1875,race,530:10_98:DM-10 98:クラッグザウルス,ロック・ビースト,1409,ロック・ビースト,ロック・ビースト,Rock Beast
1876,name,531:10_99:DM-10 99:烈脚戦士ブラッド,烈脚戦士ブラッド,1410,烈脚戦士ブラッド,"Brad, Warrior of Blinding Speed","Brad, Super Kickin' Dynamo"
1877,rules,531:10_99:DM-10 99:烈脚戦士ブラッド,"■サイレントスキル（自分のターンのはじめに、このクリーチャーがタップされていたら、アンタップするかわりに次の[SS]能力を使ってもよい）
[SS]－相手の「ブロッカー」を持つクリーチャーを１体破壊する。",1411,"＊サイレントスキル（自分のターンのはじめに、このクリーチャーがタップされていたら、アンタップするかわりに次のi 能力を使ってもよい）
i 相手の「ブロッカー」を持つクリーチャーを１体破壊する。","*Silent Skill (At the start of your turn, if this creature is tapped, you may keep it tapped and use its i ability.)
i Destroy one of your opponent's creatures that has ""blocker.""","■ Silent skill (At the start of each of your turns, if this creature is tapped, you may keep it tapped and use its silent skill ability.)
  Destroy one of your opponent's creatures that has ""blocker."""
1878,flavor,531:10_99:DM-10 99:烈脚戦士ブラッド,「このキックはオレって男の象徴だ！」- 烈脚戦士ブラッド,1412,「このキックはオレって男の象徴だ！」- 烈脚戦士ブラッド,This kick is my speciality!　--Brad,
1879,race,531:10_99:DM-10 99:烈脚戦士ブラッド,ヒューマノイド,1413,ヒューマノイド,ヒューマノイド,Human
1880,name,532:10_100:DM-10 100:強制突撃,強制突撃,1414,強制突撃,Forced March,Forced Frenzy
1881,rules,532:10_100:DM-10 100:強制突撃,"■Ｓ・トリガー（この呪文をシールドゾーンから手札に加える時、コストを支払わずにすぐ唱えてもよい）　
■自分の次のターンのはじめまで、相手のクリーチャーは「このクリーチャーは可能であれば攻撃する」を得る。",1415,"{ST}S・トリガー（この呪文をシールドゾーンから手札に加える時、コストを支払わずにすぐ唱えてもよい）　
＊自分の次のターンのはじめまで、相手のクリーチャーは「このクリーチャーは可能であれば攻撃する」を得る。","{ST} Shield trigger (When this spell is put into your hand from your shield zone, you may cast it immediately for no cost.)
*Each of your opponent's creatures gets ""this creature attacks if able"" until the start of your next turn.","■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Each of your opponent's creatures gets ""This creature attacks if able"" until the start of your next turn."
1882,flavor,532:10_100:DM-10 100:強制突撃,やるときはやる！,1416,やるときはやる！,"Just give the word, and we'll be there!",
1883,name,533:10_101:DM-10 101:幻竜砲,幻竜砲,1417,幻竜砲,Phantom Dragon's Magnum,Phantom Dragon's Flame
1884,rules,533:10_101:DM-10 101:幻竜砲,"■Ｓ・トリガー（この呪文をシールドゾーンから手札に加える時、コストを支払わずにすぐ唱えてもよい）　
■パワー2000以下の相手のクリーチャーを１体選び、破壊する。",1418,"{ST}S・トリガー（この呪文をシールドゾーンから手札に加える時、コストを支払わずにすぐ唱えてもよい）　
＊パワー2000以下の相手のクリーチャーを1体選び、破壊する。","{ST} Shield trigger (When this spell is put into your hand from your shield zone, you may cast it immediately for no cost.)
*Destroy one of your opponent's creatures that has power 2000 or less.","■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Destroy one of your opponent's creatures that has power 2000 or less."
1885,flavor,533:10_101:DM-10 101:幻竜砲,そこにいたんだ。,1419,そこにいたんだ。,Ah...That's where you were.,
1886,name,534:10_102:DM-10 102:コロッサス・ブースター,コロッサス・ブースター,1420,コロッサス・ブースター,Colossus booster,Colossus Boost
