list_index,master_text_id,kind,source_japanese,dormant_list2_reference,translation
1312,1778,card_text,イニシエート,イニシエート,Initiate
1313,1779,card_text,粛清者リンダホフ,"Lindahof, the Purifier","Flohdani, the Spydroid"
1314,1780,card_text,"＊サイレントスキル（自分のターンのはじめに、このクリーチャーがタップされていたら、アンタップするかわりに次のi能力を使ってもよい）
i バトルゾーンにある相手のクリーチャーを2体まで選び、タップする。","*Silent Skill (At the start of your turn, if this creature is tapped, you may keep it tapped and use its i ability.)
i Choose up to 2 of your opponent's creatures in the battle zone and tap them.","■ Silent skill (At the start of each of your turns, if this creature is tapped, you may keep it tapped and use its silent skill ability.)
  Choose up to 2 of your opponent's creatures in the battle zone and tap them."
1315,1781,card_text,粛清者は、雲糸で夜空に星座を描き出す。だが、その美しさが心疚しき者に伝わる事は無い。,The purifiers spin threads of light that connect the stars into constellations--but only the pure of heart can see them.,
1316,1782,card_text,ソルトルーパー,ソルトルーパー,Soltrooper
1317,1783,card_text,予言者カエミラ,"Kaemira, the Prophet","Kaemira, the Oracle"
1318,1784,card_text,"＊サイレントスキル（自分のターンのはじめに、このクリーチャーがタップされていたら、アンタップするかわりに次のi能力を使ってもよい）
i 自分の山札の上から1枚目を、裏向きのまま自分のシールドに加える。","*Silent Skill (At the start of your turn, if this creature is tapped, you may keep it tapped and use its i ability.)
i Add the top card of your deck to your shields face down.","■ Silent skill (At the start of each of your turns, if this creature is tapped, you may keep it tapped and use its silent skill ability.)
  Add the top card of your deck to your shields face down."
1319,1785,card_text,予言者の眼は、現実と異なる世界を映し出す。,The eyes of the prophets reflect a world that is yet to be.,
1320,1786,card_text,ライトブリンガー,ライトブリンガー,Light Bringer
1321,1787,card_text,雲海の守護者メッサ・バーナ,"Messa Bahna, Guardian of the Cloudy Expanse","Messa Bahna, Expanse Guardian"
1322,1788,card_text,"{B}ブロッカー
＊このクリーチャーは、相手プレイヤーを攻撃できない。
＊相手のクリーチャーが攻撃する時、このクリーチャーは可能ならブロックする。","{B} Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
*This creature can't attack players.
*Whenever an opponent's creature attacks, this creature blocks if able.","■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ Whenever an opponent's creature attacks, this creature blocks if able.
■ This creature can't attack players."
1323,1789,card_text,天空の鐘の音は、いつになく危機感に溢れていた。,The Bell of Heaven pealed with a more urgent sound than ever before.,
1324,1790,card_text,ガーディアン,ガーディアン,Guardian
1325,1791,card_text,聖騎士メタルサターン,"Metal Saturn, the holy knight","Ferrosaturn, Spectral Knight"
1326,1792,card_text,"{B}ブロッカー（相手クリーチャーが攻撃する時、このクリーチャーをタップして、その攻撃を阻止してもよい。その後、その相手クリーチャーとバトルする）　　　　　
＊このクリーチャーは、相手プレイヤーを攻撃できない。","{B} Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
*This creature can't attack players.","■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack players."
1327,1793,card_text,世界の勢力図は混迷を極めた。さながら、聖騎士メタルサターンが翻すマントの色の如く。,"With the appearance of the new beings, the various battlefronts were thrown into chaos, a panoply of color mirroring Metal Saturn's cloak.",
1328,1794,card_text,レインボー・ファントム,レインボー・ファントム,Rainbow Phantom
1329,1795,card_text,予言者クルト,"Kult, the Prophet","Tulk, the Oracle"
1330,1796,card_text,もっとも弱い者のみが、その奇跡を予言していた。世界は混迷し、憎しみを生み続ける。予言を知っていてさえも、この事態は複雑すぎた。,"It was the weakest among them that predicted the miracle. Still, even those who knew the prophecy were unprepared for the chaos that followed.",
1331,1797,card_text,ライトブリンガー,ライトブリンガー,Light Bringer
1332,1798,card_text,ロジック・キューブ,Logic Cube,Logic Cube
1333,1799,card_text,"{ST}S・トリガー（この呪文をシールドゾーンから手札に加える時、コストを支払わずにすぐ唱えてもよい）　
＊自分の山札を見る。その中から呪文を1枚選んで相手に見せ、自分の手札に加えてもよい。その後、山札をシャッフルする。","{ST} Shield trigger (When this spell is put into your hand from your shield zone, you may cast it immediately for no cost.)
*Search your deck. You may take a spell from your deck, show that spell to your opponent, and put it into your hand. Then shuffle your deck.","■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Search your deck. You may take a spell from your deck, show that spell to your opponent, and put it into your hand. Then shuffle your deck."
1334,1800,card_text,ソーラー・レイ,Solar Ray,Solar Ray
1335,1801,card_text,"{ST}S・トリガー（この呪文をシールドゾーンから手札に加える時、コストを支払わずにすぐ唱えてもよい）　　　　　　　
＊バトルゾーンにある相手のクリーチャーを１体選び、タップする。","{ST} Shield trigger (When this spell is put into your hand from your shield zone, you may cast it immediately for no cost.)
*Choose one of your opponent's creatures in the battle zone and tap it.","■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Choose one of your opponent's creatures in the battle zone and tap it."
1336,1802,card_text,体が動かぬとも出来る事はある。お奨めは最後の懺悔だ。,"Even if you can't move, there's still something you can do--make your peace.",
1337,1803,card_text,エレキチューブ・マンタ,Electric Tube Manta,Fluorogill Manta
1338,1804,card_text,＊自分の光と闇のクリーチャーはブロックされない。,*Your light and darkness creatures can't be blocked.,■ Your light creatures and darkness creatures can't be blocked.
1339,1805,card_text,のんびりとした探検家だけが、隠された裏道を知っている。,The patient explorer finds all the routes to his destination.,
1340,1806,card_text,ゲル・フィッシュ,ゲル・フィッシュ,Gel Fish
1341,1807,card_text,ミルポロ,Milporo,Milporo
1342,1808,card_text,"＊サイレントスキル（自分のターンのはじめに、このクリーチャーがタップされていたら、アンタップするかわりに次のi 能力を使ってもよい）
i カードを１枚引く。","*Silent Skill (At the start of your turn, if this creature is tapped, you may keep it tapped and use its i ability.)
i Draw a card.","■ Silent skill (At the start of each of your turns, if this creature is tapped, you may keep it tapped and use its silent skill ability.)
  Draw a card."
1343,1809,card_text,「まさか月にあれ以外の物が隠されていたなんて。いじりがいがあるね。」- ミルポロ,I never would have imagined there was something else hidden on the moon. That makes playing with it even more fun.　--Milporo,
1344,1810,card_text,サイバーロード,サイバーロード,Cyber Lord
1345,1811,card_text,パールチェーン・バトラー,Pearl Chain Battler,Tide Patroller
1346,1812,card_text,{B}ブロッカー（相手クリーチャーが攻撃する時、このクリーチャーをタップして、その攻撃を阻止してもよい。その後、その相手クリーチャーとバトルする）　,"{B} Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)","■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)"
1347,1813,card_text,マーフォークの王国へ進入した者は、すぐに彼等の暖かい歓迎を受ける。,The merfolk were ready to coldly embrace any who attempted to invade their undersea kingdom.,
1348,1814,card_text,マーフォーク,マーフォーク,Merfolk
1349,1815,card_text,バッテリーヘッド・クラスター,Batteryhead Cluster,Battery Cluster
1350,1816,card_text,"{B}ブロッカー（相手クリーチャーが攻撃する時、このクリーチャーをタップして、その攻撃を阻止してもよい。その後、その相手クリーチャーとバトルする）　　　　　　
＊このクリーチャーは攻撃することができない。","{B} Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
*This creature can't attack.","■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack."
1351,1817,card_text,「よしよし、このプログラムはいい感じだね。」- アクアン,This is one of my better programs.　--Aquan,
1352,1818,card_text,サイバー・クラスター,サイバー・クラスター,Cyber Cluster
1353,1819,card_text,トーピード・クラスター,Torpedo Cluster,Torpedo Cluster
1354,1820,card_text,＊このクリーチャーをバトルゾーンに出した時、自分のマナゾーンにあるカードを１枚自分の手札に戻す。,"*When you put this creature into the battle zone, return a card from your mana zone to your hand.","■ When you put this creature into the battle zone, return a card from your mana zone to your hand."
1355,1821,card_text,魚雷の種は、掘った土。,Even the smallest rock can become a missile with enough force behind it.,
1356,1822,card_text,サイバー・クラスター,サイバー・クラスター,Cyber Cluster
1357,1823,card_text,アクア・アナライザー,Aqua Analyzer,Aqua Strummer
1358,1824,card_text,＊このクリーチャーをバトルゾーンに出した時、自分の山札の上から５枚まで見て、好きな順番で山札に戻す。,"*When you put this creature into the battle zone, look at up to 5 cards from the top of your deck and put them back in any order.","■ When you put this creature into the battle zone, look at up to 5 cards from the top of your deck and put them back in any order."
1359,1825,card_text,「もう詰んだかも。」- アクア・アナライザー,I believe that's checkmate?　--Aqua Analyzer,
1360,1826,card_text,リキッド・ピープル,リキッド・ピープル,Liquid People
1361,1827,card_text,スパイラル・ゲート,Spiral Gate,Spiral Gate
1362,1828,card_text,"{ST}S・トリガー（この呪文をシールドゾーンから手札に加える時、コストを支払わずにすぐ唱えてよい）　　　　　　
＊バトルゾーンにあるクリーチャーを1体選び、持ち主の手札に戻す。","{ST} Shield trigger (When this spell is put into your hand from your shield zone, you may cast it immediately for no cost.)
*Choose a creature in the battle zone and return it to its owner's hand.","■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Choose a creature in the battle zone and return it to its owner's hand."
1363,1829,card_text,こっちの水は辛いぜ。ママのミルクで我慢しな。,Come back when you're ready.,
1364,1830,card_text,マインド・サーチ,Mind Search,Recon Operation
1365,1831,card_text,＊相手のシールドを3枚まで見る。その後、そのシールドを元の場所に戻す。,*Look at up to 3 of your opponent's shields. Then put them back where they were.,■ Look at up to 3 of your opponent's shields. Then put them back where they were.
1366,1832,card_text,お見通しだよ。,I can see your future.,
1367,1833,card_text,頭刃怪人グレイブクック,"Gravecook, Master of Blades",Nightmare Invader
1368,1834,card_text,「爆炎野郎ジョーさんよぉ、教えてくれよぉ。ワシの、ワシの包丁はどこじゃああああ？」- 頭刃怪人グレイブクック,"Hey J-j-joe, t-t-tell me, wh-where are m-m-my knives!?　--Gravecook",
1369,1835,card_text,デビルマスク,デビルマスク,Devil Mask
1370,1836,card_text,暴発秘宝ベンゾ,"Benzo, the Hidden Fury","Benzo, the Hidden Fury"
1371,1837,card_text,＊このクリーチャーをバトルゾーンに出した時、自分のシールドを1枚選び、自分の手札に加える。（その「Ｓ・トリガー」を使ってもよい）,"*When you put this creature into the battle zone, choose one of your shields and put it into your hand. (You may use the ""shield trigger"" ability of that shield.)","■ When you put this creature into the battle zone, choose one of your shields and put it into your hand. (You can use the ""shield trigger"" ability of that shield.)"
1372,1838,card_text,パンドラボックスは、覇王ブラック・モナークの戯れから誕生した。,The pandora boxes were originally created to be amusements for the Dark Monarch.,
1373,1839,card_text,パンドラボックス,パンドラボックス,Pandora's Box
1374,1840,card_text,砂男,Sand Man,Hourglass Mutant
1375,1841,card_text,＊バトルゾーンにある自分の水と火のクリーチャーは「スレイヤー」を得る。（「スレイヤー」を持つクリーチャーがバトルする時、バトルの後、相手クリーチャーを破壊する）,"*Each of your water and fire creatures in the battle zone has ""slayer."" (Whenever a creature that has ""slayer"" battles, destroy the other creature after the battle).","■ Each of your water creatures and fire creatures in the battle zone has ""slayer."" (Whenever a creature that has ""slayer"" battles, destroy the other creature after the battle.)"
1376,1842,card_text,砂粒がさらさらとこぼれおちるように、砂男の呪いもじわりと拡がる。,"As grains of sand slowly cascade down from dunes, so spreads the curse of the Sand Man.",
1377,1843,card_text,ヘドリアン,ヘドリアン,Hedrian
1378,1844,card_text,憔悴の影ブロークン・ヘッド,"Broken Head, Shadow of Fatigue","Mummy Wrap, Shadow of Fatigue"
1379,1845,card_text,"＊このクリーチャーで攻撃するかわりに、タップして次の t 能力を使ってもよい。
 t 各プレイヤーは、相手の手札を1枚見ないで選び、捨てさせる。","*Instead of having this creature attack, you may tap it to use its t ability.
t Each player discards a card at random from his hand.","■ Instead of having this creature attack, you may tap it to use its tap ability.
 Each player discards a card at random from his hand."
1380,1846,card_text,寝具を出ても悪夢が終わるとは限らない。,Not all nightmares end when you awaken.,
1381,1847,card_text,ゴースト,ゴースト,Ghost
1382,1848,card_text,道化人形ミケ,"Mikay, Bobbing Doll","Mikay, Rattling Doll"
1383,1849,card_text,"{B}ブロッカー（相手クリーチャーが攻撃する時、このクリーチャーをタップして、その攻撃を阻止してもよい。その後、その相手クリーチャーとバトルする）　
＊このクリーチャーは攻撃することができない。","{B} Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
*This creature can't attack.","■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack."
1384,1850,card_text,デスパペット,デスパペット,Death Puppet
1385,1851,card_text,ベノム・カプセル,Venom Capsule,Venom Capsule
1386,1852,card_text,"＊サイレントスキル（自分のターンのはじめに、このクリーチャーがタップされていたら、アンタップするかわりに次のi 能力を使ってもよい）
i このクリーチャーは、相手のシールドを１枚ブレイクする。","*Silent Skill (At the start of your turn, if this creature is tapped, you may keep it tapped and use its i ability.)
i This creature breaks one of your opponent's shields.","■ Silent skill (At the start of each of your turns, if this creature is tapped, you may keep it tapped and use its silent skill ability.)
  This creature breaks one of your opponent's shields."
1387,1853,card_text,気付いたら、死んだ。,"By the time you realize it's there, it's already too late.",
1388,1854,card_text,ブレインジャッカー,ブレインジャッカー,Brain Jacker
1389,1855,card_text,デス・スモーク,Death Smoke,Death Smoke
1390,1856,card_text,*タップされていない相手のクリーチャーを1体選び、破壊する。,*Destroy one of your opponent's untapped creatures.,■ Destroy one of your opponent's untapped creatures.
1391,1857,card_text,ぱっくりもぐもぐ。,"Chomp, munch, munch...",
1392,1858,card_text,魂縛,Soul Bind,Infernal Command
1393,1859,card_text,"{ST}S・トリガー　　
＊バトルゾーンにある相手のクリーチャーを１体選ぶ。そのクリーチャーは、自分の次のターンのはじめまで「このクリーチャーは、可能なら攻撃する」を得る。","{ST} Shield trigger (When this spell is put into your hand from your shield zone, you may cast it immediately for no cost.)
*Choose one of your opponent's creatures in the battle zone. It gets ""this creature attacks if able"" until the start of your next turn.","■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Choose one of your opponent's creatures in the battle zone. It gets ""this creature attacks if able"" until the start of your next turn."
1394,1860,card_text,恐怖が行動を単純化する。,"Fear drives all rational thought from the mind, leaving only instinct.",
1395,1861,card_text,マイキーのペンチ,Mykee's Pliers,Mykee's Pliers
1396,1862,card_text,＊バトルゾーンにある自分の闇と自然のクリーチャーは「スピードアタッカー」を得る。（「スピードアタッカー」を持つクリーチャーは召喚酔いしない）,"*Each of your darkness and nature creatures in the battle zone has ""speed attacker."" (A creature that has ""speed attacker"" doesn't get summoning sickness.)","■ Each of your darkness creatures and nature creatures in the battle zone has ""speed attacker."" (A creature that has ""speed attacker"" doesn't get summoning sickness.)"
1397,1863,card_text,「この神経、繋げちゃおうぜ！」- 特攻隊長マイキー,I wonder what will happen if we connect this synapse!? --Shock Trooper Mykee,
1398,1864,card_text,ゼノパーツ,ゼノパーツ,Xenoparts
1399,1865,card_text,撃墜団長メッツアー,"Mezger, Commando Leader","Mezger, Commando Leader"
1400,1866,card_text,＊スピードアタッカー（このクリーチャーは召喚酔いしない）,*Speed attacker (This creature doesn't get summoning sickness.),■ Speed attacker (This creature doesn't get summoning sickness.)
1401,1867,card_text,「勢いしか無いんだよな」－無謀鉄人チョイヤ,"""Just do it!""　--Choya the Unheeding",
1402,1868,card_text,ヒューマノイド,ヒューマノイド,Human
1403,1869,card_text,城神兵バガッシュ,Seige Trooper Bagash,Siege Roller Bagash
1404,1870,card_text,＊攻撃中、このクリーチャーのパワーは、バトルゾーンにある自分の他のタップされているクリーチャー１体につき+1000される。,"*While attacking, this creature gets +1000 power for each of your other tapped creatures in the battle zone.","■ While attacking, this creature gets +1000 power for each of your other tapped creatures in the battle zone."
1405,1871,card_text,「バガッシュ、あっちのが日当たりよさそう。」- 爆炎野郎ジョー,"Let's head over there, Bagash--the weather looks nicer. --Explosive Dude Joe",
1406,1872,card_text,アーマロイド,アーマロイド,Armorloid
1407,1873,card_text,クラッグザウルス,Cragsaurus,Cragsaur
1408,1874,card_text,各地の戦いは僅かながら、沈静化していった。あまりの強大な力の出現に恐怖が均衡を生んだのだ。,"Gradually, the battlefields became quiescent, the combatants' fear of the powerful newcomers balancing their battlelust.",
1409,1875,card_text,ロック・ビースト,ロック・ビースト,Rock Beast
1410,1876,card_text,烈脚戦士ブラッド,"Brad, Warrior of Blinding Speed","Brad, Super Kickin' Dynamo"
1411,1877,card_text,"＊サイレントスキル（自分のターンのはじめに、このクリーチャーがタップされていたら、アンタップするかわりに次のi 能力を使ってもよい）
i 相手の「ブロッカー」を持つクリーチャーを１体破壊する。","*Silent Skill (At the start of your turn, if this creature is tapped, you may keep it tapped and use its i ability.)
i Destroy one of your opponent's creatures that has ""blocker.""","■ Silent skill (At the start of each of your turns, if this creature is tapped, you may keep it tapped and use its silent skill ability.)
  Destroy one of your opponent's creatures that has ""blocker."""
1412,1878,card_text,「このキックはオレって男の象徴だ！」- 烈脚戦士ブラッド,This kick is my speciality!　--Brad,
1413,1879,card_text,ヒューマノイド,ヒューマノイド,Human
1414,1880,card_text,強制突撃,Forced March,Forced Frenzy
1415,1881,card_text,"{ST}S・トリガー（この呪文をシールドゾーンから手札に加える時、コストを支払わずにすぐ唱えてもよい）　
＊自分の次のターンのはじめまで、相手のクリーチャーは「このクリーチャーは可能であれば攻撃する」を得る。","{ST} Shield trigger (When this spell is put into your hand from your shield zone, you may cast it immediately for no cost.)
*Each of your opponent's creatures gets ""this creature attacks if able"" until the start of your next turn.","■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Each of your opponent's creatures gets ""This creature attacks if able"" until the start of your next turn."
1416,1882,card_text,やるときはやる！,"Just give the word, and we'll be there!",
1417,1883,card_text,幻竜砲,Phantom Dragon's Magnum,Phantom Dragon's Flame
1418,1884,card_text,"{ST}S・トリガー（この呪文をシールドゾーンから手札に加える時、コストを支払わずにすぐ唱えてもよい）　
＊パワー2000以下の相手のクリーチャーを1体選び、破壊する。","{ST} Shield trigger (When this spell is put into your hand from your shield zone, you may cast it immediately for no cost.)
*Destroy one of your opponent's creatures that has power 2000 or less.","■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Destroy one of your opponent's creatures that has power 2000 or less."
1419,1885,card_text,そこにいたんだ。,Ah...That's where you were.,
1420,1886,card_text,コロッサス・ブースター,Colossus booster,Colossus Boost
1421,1887,card_text,＊自分のクリーチャー1体のパワーは、このターンの終わりまで+4000される。,*One of your creatures gets +4000 power until the end of the turn.,■ One of your creatures in the battle zone gets +4000 power until the end of the turn.
1422,1888,card_text,強力すぎる一撃が、装置自身をも破壊しちまう。,"It can only be used once, as the energy it releases is so great it destroys itself.",
1423,1889,card_text,シェル・レガシー,Shell Legacy,Legacy Shell
1424,1890,card_text,＊自分の光と火のクリーチャーは「パワーアタッカー+3000」を得る。（攻撃中、「パワーアタッカー+3000」を持つクリーチャーのパワーは+3000される）,"*Each of your light and fire creatures has ""power attacker +3000."" (While attacking, a creature that has ""power attacker +3000"" gets +3000 power.)","■ Each of your light creatures and fire creatures has ""power attacker +3000."" (While attacking, a creature that has ""power attacker +3000"" gets +3000 power.)"
1425,1891,card_text,コロニー・ビートルの近くで、不思議な力の果実が見つかった。,A fruit with strange effects is often found near Colony Beetles.,
1426,1892,card_text,コロニー・ビートル,コロニー・ビートル,Colony Beetle
1427,1893,card_text,セイバーマスク・ビートル,Sabermask Beetle,Sabermask Scarab
1428,1894,card_text,＊このクリーチャーが攻撃する時、自分のマナゾーンからカードを１枚、自分の手札に戻す。,"*Whenever this creature attacks, return a card from your mana zone to your hand.","■ Whenever this creature attacks, return a card from your mana zone to your hand."
1429,1895,card_text,巨大な羽根が巻き起こす風にそよぐ木々。葉と枝の揺らぐ音が行進曲のように鳴り響いた。,"Disturbed by the wind its giant wings make, the branches and leaves in the forest almost seem to sing a march for it as it flies overhead.",
1430,1896,card_text,ジャイアント・インセクト,ジャイアント・インセクト,Giant Insect
1431,1897,card_text,喜びの化身,Pleasure Totem,Jiggly Totem
1432,1898,card_text,＊攻撃中、このクリーチャーのパワーは、自分のマナゾーンでタップされているカード１枚につき+1000される。,"*While attacking, this creature gets +1000 power for each tapped card in your mana zone.","■ While attacking, this creature gets +1000 power for each tapped card in your mana zone."
1433,1899,card_text,フィオナの森でも、一部の者が月の変化に気付き始めた。,"Even within the Fiona Woods, some began to realize what had happened to the moon.",
1434,1900,card_text,ミステリー・トーテム,ミステリー・トーテム,Mystery Totem
1435,1901,card_text,プリーチ・トマト,Preaching Tomato,Scowling Tomato
1436,1902,card_text,「好き嫌いする奴は、大嫌い！」術者が作った生命は、いきなり叫ぶと逃げて行った。そして、あっという間に増えていった。,"I hate people who are finicky! So saying, the  creature the sorcerer had created fled. The next day, the fields were covered with them.",
1437,1903,card_text,ワイルド・ベジーズ,ワイルド・ベジーズ,Wild Veggies
1438,1904,card_text,ハッスル・ベリー,Hustle Berry,Hustle Berry
1439,1905,card_text,"＊サイレントスキル（自分のターンのはじめに、このクリーチャーがタップされていたら、アンタップするかわりに次のi 能力を使ってもよい）
i 自分の山札の上から1枚目を、自分のマナゾーンに加える。","*Silent Skill (At the start of your turn, if this creature is tapped, you may keep it tapped and use its i ability.)
i Put the top card of your deck into your mana zone.","■ Silent skill (At the start of each of your turns, if this creature is tapped, you may keep it tapped and use its silent skill ability.)
  Put the top card of your deck into your mana zone."
1440,1906,card_text,「おめーら！　へたるんじゃねーベリー！」- ハッスル・ベリー,"Come on, you laggards! Next thing you'll be putting down roots! --Hustle Berry",
1441,1907,card_text,ワイルド・ベジーズ,ワイルド・ベジーズ,Wild Veggies
1442,1908,card_text,原始の棍棒,Primitive Club Tribe,Adventure Boar
1443,1909,card_text,＊パワーアタッカー +2000（攻撃中、このクリーチャーのパワーは+2000される）,"*Power attacker +2000 (While attacking, this creature gets +2000 power.)","■ Power attacker +2000 (While attacking, this creature gets +2000 power.)"
1444,1910,card_text,本当の強さは、色あせたりしない。今必要なのはその強さだ。,True strength never fades with age. That is the strength that is needed now.,
1445,1911,card_text,ビーストフォーク,ビーストフォーク,Beast Folk
1446,1912,card_text,フェアリー・ライフ,Faerie Life,Faerie Life
1447,1913,card_text,"{ST}S・トリガー（この呪文をシールドゾーンから手札に加える時、コストを支払わずにすぐ唱えてよい）
＊自分の山札の上から1枚目を、自分のマナゾーンに置く。","{ST} Shield trigger (When this spell is put into your hand from your shield zone, you may cast it immediately for no cost.)
*Put the top card of your deck into your mana zone.","■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Put the top card of your deck into your mana zone."
1448,1914,card_text,歌う妖精。フェアリーいい曲。全部いい曲。たくさん聴いて、大きく育て。,Listen to the faeries' songs--each one will make you grow stronger.,
1449,1915,card_text,ナチュラル・ブースト,Natural Boost,Thirst for the Hunt
1450,1916,card_text,＊このターンの終わりまで、自分のクリーチャーはすべて「パワーアタッカー+1000」を得る。（攻撃中、「パワーアタッカー+1000」を持つクリーチャーのパワーは+1000される）,"*Each of your creatures gets ""power attacker +1000"" until the end of the turn. (While attacking, a creature that has ""power attacker +1000"" gets +1000 power.)","■ Each of your creatures gets ""power attacker +1000"" until the end of the turn. (While attacking, a creature that has ""power attacker +1000"" gets +1000 power.)"
1451,1917,card_text,聖断の精霊エリクシア,"Elixia, the Purifying Blade","Elixia, Pureblade Elemental"
1452,1918,card_text,"＊このクリーチャーのパワーは、自分のマナゾーンにあるカードの文明１つにつき+3000される。
＊このクリーチャーは、パワーが6000以上の時、「Ｗ・ブレイカー」を得る。
＊このクリーチャーは、パワーが15000以上の時、「Ｔ・ブレイカー」を得る。","*This creature gets +3000 power for each civilization in your mana zone.
*While this creature has power 6000 or more, it has ""double breaker.""
*While this creature has power 15000 or more, it has ""triple breaker"" instead of ""double breaker.""","■ This creature gets +3000 power for each civilization in your mana zone.
■ While this creature has power 6000 or more, it has ""double breaker (This creature break 2 shields).""
■ While this creature has power 15000 or more, it has ""triple breaker"" instead of ""double breaker."" (It breaks 3 shields.)"
1453,1919,card_text,エンジェル・コマンド,エンジェル・コマンド,Angel Command
1454,1920,card_text,ルナ・ブライトホーク,Luna Brighthawk,Hawkeye Lunatron
1455,1921,card_text,"＊W・ブレイカー　
＊このクリーチャーをバトルゾーンに出した時、自分の山札を見る。その中からカードを１枚選び、自分の手札に加えてもよい。その後、山札をシャッフルする。","*Double breaker (This creature breaks 2 shields.)
*When you put this creature into the battle zone, search your deck. You may take a card from your deck and put it into your hand. Then shuffle your deck.","■ Double breaker (This creature breaks 2 shields.)
■ When you put this creature into the battle zone, search your deck. You may take a card from your deck and put it into your hand. Then shuffle your deck."
1456,1922,card_text,月は、もはや美しいだけの存在では無い。,The moon is no longer just a beautiful thing.,
1457,1923,card_text,サイバー・ムーン,サイバー・ムーン,Cyber Moon
1458,1924,card_text,ハリケーン・クロウラー,Hurricane Crawler,Hurricane Crawler
1459,1925,card_text,＊このクリーチャーをバトルゾーンに出した時、自分の手札をすべて自分のマナゾーンに置く。その後、同じ枚数のカードを自分のマナゾーンから自分の手札に戻す。,"*When you put this creature into the battle zone, put all the cards from your hand into your mana zone. Then put that many cards from your mana zone into your hand.","■ When you put this creature into the battle zone, put all the cards from your hand into your mana zone. Then put that many cards from your mana zone into your hand."
1460,1926,card_text,巨体がのたうつと、それまであった景色が一変した。,"Its merest movement changes the landscape, its smallest step crushes mountains.",
1461,1927,card_text,アースイーター,アースイーター,Earth Eater
1462,1928,card_text,黒神龍ブライゼナーガ,"Bryzenaga, Black Celestial Dragon",Necrodragon Bryzenaga
1463,1929,card_text,"＊このクリーチャーをバトルゾーンに出した時、自分のシールドをすべて自分の手札に加える。（その「Ｓ・トリガー」を使ってもよい）　　　
＊W・ブレイカー（このクリーチャーはシールドを2枚ブレイクする）","*When you put this creature into the battle zone, put all your shields into your hand. (You can use the ""shield trigger"" abilities of those shields.)
*Double breaker (This creature breaks 2 shields.)","■ When you put this creature into the battle zone, put all your shields into your hand. (You can use the ""shield trigger"" abilities of those shields.)
■ Double breaker (This creature breaks 2 shields.)"
1464,1930,card_text,全生命をこの一撃に！,"Once it's unleashed, there's no turning back.",
1465,1931,card_text,ドラゴン・ゾンビ,ドラゴン・ゾンビ,Zombie Dragon
1466,1932,card_text,コアクラッシュ・リザード,Core-crash Lizard,Core-Crash Lizard
1467,1933,card_text,＊このクリーチャーをバトルゾーンに出した時、相手のシールドを1枚選び、持ち主の墓地に置く。（その「Ｓ・トリガー」は使えない）,"*When you put this creature into the battle zone, choose one of your opponent's shields and put it into his graveyard. (If that shield has a ""shield trigger,"" it doesn't work.)","■ When you put this creature into the battle zone, choose one of your opponent's shields and put it into his graveyard."
1468,1934,card_text,炎の爪が食い込むと、大地は溶岩の涙を流した。,"Struck with claws of fire, the earth wept tears of magma.",
1469,1935,card_text,メルト・ウォリアー,メルト・ウォリアー,Melt Warrior
1470,1936,card_text,アルティメット・ドラゴン,Ultimate Dragon,Ultimate Dragon
1471,1937,card_text,"＊このクリーチャーのパワーは、バトルゾーンにある自分の他のドラゴン１体につき+5000される。
＊クルー・ブレイカー:ドラゴン（このクリーチャーは、バトルゾーンにある自分の他のドラゴン1体につき、シールドをさらにもう1枚ブレイクする）","*This creature gets +5000 power for each of your other Dragons in the battle zone.
*Crew breaker-Dragon (This creature breaks one more shield for each of your other Dragons in the battle zone.)","■ This creature gets +5000 power for each of your other creatures in the battle zone that has Dragon in its race.
■ Crew breaker-Dragon (This creature breaks one more shield for each of your other creatures in the battle zone that has Dragon in its race.)"
1472,1938,card_text,無限の翼が、世界を覆いつくす。,Its vast wings encircle the world like a shroud.,
