seq,large_chunk,small_chunk,resource_key,canonical_key,internal_id,japanese_name,english_name,card_type,race,rules,flavor,mapping,large_chunk_size,inner_archive_size,outer_slack
513,1190,1873,10_66,10_66,498,不屈のウレックス,"Ulex, the Dauntless",CREATURE,Spirit Quartz,"■ (This creature is put into your mana zone tapped.)
■ Your opponent can't tap this creature.",,crosswalk,118784,118016,768
514,1191,1874,10_67,10_67,499,無頼勇騎ウインドアックス,"Wind Axe, the Warrior Savage",CREATURE,Human/Beast Folk,"■ (This creature is put into your mana zone tapped.)
■ When you put this creature into the battle zone, destroy one of your opponent's creatures that has ""blocker."" Then put the top card of your deck into your mana zone.",,crosswalk,118784,117248,1536
515,1192,1875,10_68,10_68,500,無頼勇騎ゴンタ,"Gonta, the Warrior Savage",CREATURE,Human/Beast Folk,■ (This creature is put into your mana zone tapped.),,crosswalk,114688,112896,1792
516,1193,1876,10_69,10_69,501,無頼聖者スカイソード,"Skysword, the Savage Vizier",CREATURE,Beast Folk/Initiate,"■ (This creature is put into your mana zone tapped.)
■ When you put this creature into the battle zone, put the top card of your deck into your mana zone. Then add the top card of your deck to your shields face down.",,crosswalk,118784,118528,256
517,1194,1877,10_70,10_70,502,無頼聖者サンフィスト,"Sanfist, the Savage Vizier",CREATURE,Beast Folk/Initiate,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ (This creature is put into your mana zone tapped.)
■ When this creature would be discarded from your hand during your opponent's turn, you may put it into the battle zone instead.",,crosswalk,114688,113664,1024
518,1195,1878,10_71,10_71,503,滅罪の使徒レミーラ,"Lemik, Vizier of Thought",CREATURE,Initiate,"■ Each of your water creatures and nature creatures in the battle zone has ""blocker."" (Whenever one of your opponent's creatures attacks, you may tap a creature that has ""blocker"" to stop the attack. Then the 2 creatures battle.)",,crosswalk,114688,114176,512
519,1196,1879,10_72,10_72,504,粛清者リンダホフ,"Flohdani, the Spydroid",CREATURE,Soltrooper,"■ Silent skill (At the start of each of your turns, if this creature is tapped, you may keep it tapped and use its silent skill ability.)
  Choose up to 2 of your opponent's creatures in the battle zone and tap them.",,crosswalk,126976,126464,512
520,1197,1880,10_73,10_73,505,予言者カエミラ,"Kaemira, the Oracle",CREATURE,Light Bringer,"■ Silent skill (At the start of each of your turns, if this creature is tapped, you may keep it tapped and use its silent skill ability.)
  Add the top card of your deck to your shields face down.",,crosswalk,126976,125952,1024
521,1198,1881,10_74,10_74,506,雲海の守護者メッサ・バーナ,"Messa Bahna, Expanse Guardian",CREATURE,Guardian,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ Whenever an opponent's creature attacks, this creature blocks if able.
■ This creature can't attack players.",,crosswalk,114688,113920,768
522,1199,1882,10_75,10_75,507,聖騎士メタルサターン,"Ferrosaturn, Spectral Knight",CREATURE,Rainbow Phantom,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack players.",,crosswalk,126976,125952,1024
523,1200,1883,10_76,10_76,508,予言者クルト,"Tulk, the Oracle",CREATURE,Light Bringer,,,crosswalk,118784,117248,1536
524,1201,1884,10_77,10_77,509,ロジック・キューブ,Logic Cube,SPELL,,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Search your deck. You may take a spell from your deck, show that spell to your opponent, and put it into your hand. Then shuffle your deck.",,crosswalk,122880,121856,1024
525,1202,1885,10_78,10_78,510,ソーラー・レイ,Solar Ray,SPELL,,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Choose one of your opponent's creatures in the battle zone and tap it.",,crosswalk,106496,105984,512
526,1203,1886,10_79,10_79,511,エレキチューブ・マンタ,Fluorogill Manta,CREATURE,Gel Fish,■ Your light creatures and darkness creatures can't be blocked.,,crosswalk,110592,109824,768
527,1204,1887,10_80,10_80,512,ミルポロ,Milporo,CREATURE,Cyber Lord,"■ Silent skill (At the start of each of your turns, if this creature is tapped, you may keep it tapped and use its silent skill ability.)
  Draw a card.",,crosswalk,126976,125440,1536
528,1205,1888,10_81,10_81,513,パールチェーン・バトラー,Tide Patroller,CREATURE,Merfolk,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)",,crosswalk,133120,133120,0
529,1206,1889,10_82,10_82,514,バッテリーヘッド・クラスター,Battery Cluster,CREATURE,Cyber Cluster,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack.",,crosswalk,135168,133632,1536
530,1207,1890,10_83,10_83,515,トーピード・クラスター,Torpedo Cluster,CREATURE,Cyber Cluster,"■ When you put this creature into the battle zone, return a card from your mana zone to your hand.",,crosswalk,120832,120064,768
531,1208,1891,10_84,10_84,516,アクア・アナライザー,Aqua Strummer,CREATURE,Liquid People,"■ When you put this creature into the battle zone, look at up to 5 cards from the top of your deck and put them back in any order.",,crosswalk,120832,120320,512
532,1209,1892,10_85,10_85,517,スパイラル・ゲート,Spiral Gate,SPELL,,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Choose a creature in the battle zone and return it to its owner's hand.",,crosswalk,112640,111360,1280
533,1210,1893,10_86,10_86,518,マインド・サーチ,Recon Operation,SPELL,,■ Look at up to 3 of your opponent's shields. Then put them back where they were.,,crosswalk,122880,122624,256
534,1211,1894,10_87,10_87,519,頭刃怪人グレイブクック,Nightmare Invader,CREATURE,Devil Mask,,,crosswalk,135168,133376,1792
535,1212,1895,10_88,10_88,520,暴発秘宝ベンゾ,"Benzo, the Hidden Fury",CREATURE,Pandora's Box,"■ When you put this creature into the battle zone, choose one of your shields and put it into your hand. (You can use the ""shield trigger"" ability of that shield.)",,crosswalk,145408,145152,256
536,1213,1896,10_89,10_89,521,砂男,Hourglass Mutant,CREATURE,Hedrian,"■ Each of your water creatures and fire creatures in the battle zone has ""slayer."" (Whenever a creature that has ""slayer"" battles, destroy the other creature after the battle.)",,crosswalk,135168,133888,1280
537,1214,1897,10_90,10_90,522,憔悴の影ブロークン・ヘッド,"Mummy Wrap, Shadow of Fatigue",CREATURE,Ghost,"■ Instead of having this creature attack, you may tap it to use its tap ability.
 Each player discards a card at random from his hand.",,crosswalk,131072,129536,1536
538,1215,1898,10_91,10_91,523,道化人形ミケ,"Mikay, Rattling Doll",CREATURE,Death Puppet,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack.",,crosswalk,129024,128768,256
539,1216,1899,10_92,10_92,524,ベノム・カプセル,Venom Capsule,CREATURE,Brain Jacker,"■ Silent skill (At the start of each of your turns, if this creature is tapped, you may keep it tapped and use its silent skill ability.)
  This creature breaks one of your opponent's shields.",,crosswalk,133120,133120,0
540,1217,1900,10_93,10_93,525,デス・スモーク,Death Smoke,SPELL,,■ Destroy one of your opponent's untapped creatures.,,crosswalk,116736,115712,1024
541,1218,1901,10_94,10_94,526,魂縛,Infernal Command,SPELL,,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Choose one of your opponent's creatures in the battle zone. It gets ""this creature attacks if able"" until the start of your next turn.",,crosswalk,120832,120064,768
542,1219,1902,10_95,10_95,527,マイキーのペンチ,Mykee's Pliers,CREATURE,Xenoparts,"■ Each of your darkness creatures and nature creatures in the battle zone has ""speed attacker."" (A creature that has ""speed attacker"" doesn't get summoning sickness.)",,crosswalk,131072,130048,1024
543,1220,1903,10_96,10_96,528,撃墜団長メッツアー,"Mezger, Commando Leader",CREATURE,Human,■ Speed attacker (This creature doesn't get summoning sickness.),,crosswalk,135168,133632,1536
544,1221,1904,10_97,10_97,529,城神兵バガッシュ,Siege Roller Bagash,CREATURE,Armorloid,"■ While attacking, this creature gets +1000 power for each of your other tapped creatures in the battle zone.",,crosswalk,139264,138240,1024
545,1222,1905,10_98,10_98,530,クラッグザウルス,Cragsaur,CREATURE,Rock Beast,,,crosswalk,131072,129536,1536
546,1223,1906,10_99,10_99,531,烈脚戦士ブラッド,"Brad, Super Kickin' Dynamo",CREATURE,Human,"■ Silent skill (At the start of each of your turns, if this creature is tapped, you may keep it tapped and use its silent skill ability.)
  Destroy one of your opponent's creatures that has ""blocker.""",,crosswalk,135168,134400,768
547,1224,1907,10_S1,10_S1,543,聖断の精霊エリクシア,"Elixia, Pureblade Elemental",CREATURE,Angel Command,"■ This creature gets +3000 power for each civilization in your mana zone.
■ While this creature has power 6000 or more, it has ""double breaker (This creature break 2 shields).""
■ While this creature has power 15000 or more, it has ""triple breaker"" instead of ""double breaker."" (It breaks 3 shields.)",,crosswalk,139264,138496,768
548,1225,1908,10_S10,10_S10,552,根絶のデクロワゾー,"Deklowaz, the Terminator",CREATURE,Spirit Quartz,"■ (This creature is put into your mana zone tapped.)
■ Instead of having this creature attack, you may tap it to use its tap ability.
 Destroy all creatures that have power 3000 or less. Then look at your opponent's hand. He discards all creatures from it that have power 3000 or less.",,crosswalk,124928,123648,1280
549,1226,1909,10_S2,10_S2,544,ルナ・ブライトホーク,Hawkeye Lunatron,CREATURE,Cyber Moon,"■ Double breaker (This creature breaks 2 shields.)
■ When you put this creature into the battle zone, search your deck. You may take a card from your deck and put it into your hand. Then shuffle your deck.",,crosswalk,129024,128512,512
550,1227,1910,10_S3,10_S3,545,ハリケーン・クロウラー,Hurricane Crawler,CREATURE,Earth Eater,"■ When you put this creature into the battle zone, put all the cards from your hand into your mana zone. Then put that many cards from your mana zone into your hand.",,crosswalk,126976,125440,1536
551,1228,1911,10_S4,10_S4,546,黒神龍ブライゼナーガ,Necrodragon Bryzenaga,CREATURE,Zombie Dragon,"■ When you put this creature into the battle zone, put all your shields into your hand. (You can use the ""shield trigger"" abilities of those shields.)
■ Double breaker (This creature breaks 2 shields.)",,crosswalk,145408,143872,1536
552,1229,1912,10_S5,10_S5,547,コアクラッシュ・リザード,Core-Crash Lizard,CREATURE,Melt Warrior,"■ When you put this creature into the battle zone, choose one of your opponent's shields and put it into his graveyard.",,crosswalk,141312,141312,0
553,1230,1913,10_S6,10_S6,548,アルティメット・ドラゴン,Ultimate Dragon,CREATURE,Armored Dragon,"■ This creature gets +5000 power for each of your other creatures in the battle zone that has Dragon in its race.
■ Crew breaker-Dragon (This creature breaks one more shield for each of your other creatures in the battle zone that has Dragon in its race.)",,crosswalk,135168,135168,0
554,1231,1914,10_S7,10_S7,549,不落の超人,Bodacious Giant,CREATURE,Giant,"■ Double breaker (This creature breaks 2 shields.)
■ While this creature is tapped during your opponent's turn, if it hasn't been attacked that turn, your opponent's creatures must attack it if able.",,crosswalk,137216,136704,512
555,1232,1915,10_S8,10_S8,550,緑神龍ダクマバルガロウ,Terradragon Dakma Balgarow,CREATURE,Earth Dragon,"■ This creature gets +2000 power for each shield you and your opponent have.
■ While this creature has power 6000 or more, it has ""double breaker (This creature breaks 2 shields).""
■ While this creature has power 15000 or more, it has ""triple breaker"" instead of ""double breaker."" (It breaks 3 shields.)",,crosswalk,151552,149760,1792
556,1233,1916,10_S9,10_S9,551,陽炎の守護者ブルー・メルキス,"Bluum Erkis, Flare Guardian",CREATURE,Guardian,"■ (This creature is put into your mana zone tapped.)
■ Whenever this creature would break one of your opponent's shields, your opponent shows that shield to you instead of putting it into his hand. If it's a spell that has ""shield trigger,"" you cast it for no cost, then put it into your opponent's graveyard. If it's not, your opponent puts it into his hand.
■ Double breaker",,crosswalk,137216,135680,1536
557,1234,1917,11_1,11_1,553,鬼面超人エル・アンドレ,Evil Incarnate,EVOLUTION CREATURE,Devil Mask,"■ Evolution-Put on one of your Devil Masks.
■ At the start of each player's turn, that player chooses one of his creatures and destroys it.
■ Double breaker (This creature breaks 2 shields.)",,crosswalk,133120,132608,512
558,1235,1918,11_2,11_2,554,ダブルソード・レッド・ドラゴン,Heavyweight Dragon,CREATURE,Armored Dragon,"■ Double breaker (This creature breaks 2 shields.)
■ Instead of having this creature attack, you may tap it to use its tap ability.
 Choose up to 2 of your opponent's tapped creatures in the battle zone. If they have total power less than this creature's power, destroy them.",,crosswalk,143360,143104,256
559,1236,1919,11_3,11_3,555,ダイヤモンド・ブリザード,"Diamondia, the Blizzard Rider",EVOLUTION CREATURE,Snow Faerie,"■ Evolution-Put on one of your Snow Faeries.
■ When you put this creature into the battle zone, return all Snow Faeries from your graveyard and your mana zone to your hand.",,crosswalk,147456,147200,256
560,1237,1920,11_4,11_4,556,魂と記憶の盾,Miraculous Snare,SPELL,,"■ (This spell is put into your mana zone tapped.)
■ Choose a non-evolution creature in the battle zone and add it to its owner's shields face down.",,crosswalk,108544,108288,256
561,1238,1921,11_5,11_5,557,調和と繁栄の罠,Miraculous Truce,SPELL,,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ (This spell is put into your mana zone tapped.)
■ Choose a civilization. Until the start of your next turn, creatures of that civilization can't attack you even if your opponent puts them into the battle zone after you cast this spell.",,crosswalk,118784,116992,1792
562,1239,1922,11_6,11_6,558,命運の伝道師ラミエル,"Lamiel, Destiny Enforcer",CREATURE,Berserker,"■ Wave striker (While 2 or more other creatures in the battle zone have ""wave striker,"" this creature has its wave striker ability.)
  Whenever one of your creatures is destroyed during your opponent's turn, you may draw a card.
",,crosswalk,124928,124160,768
563,1240,1923,11_7,11_7,559,光器ユリアーナ,"Yuliana, Channeler of Suns",CREATURE,Mecha Del Sol,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ Whenever your opponent would choose a creature in the battle zone, he can't choose this one. (It can still be attacked and blocked.)
■ This creature can't attack players.",,crosswalk,135168,134144,1024
564,1241,1924,11_8,11_8,560,宣凶師ベリックス,"Belix, the Explorer",CREATURE,Gladiator,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ When you put this creature into the battle zone, return a spell from your mana zone to your hand.
■ This creature can't attack players.",,crosswalk,133120,132096,1024
565,1242,1925,11_9,11_9,561,ルナ・フォートレス,Warped Lunatron,CREATURE,Cyber Moon,"■ Creatures in the battle zone don't untap at the start of each player's turn.
■ When each player untaps his cards at the start of his turn, he may then tap any number of cards in his mana zone. For every 2 cards he taps this way, he untaps one of his creatures in the battle zone.
■ Double breaker (This creature breaks 2 shields.)",,crosswalk,120832,120832,0
566,1243,1926,11_10,11_10,562,ファンタジー・フィッシュ,Fantasy Fish,CREATURE,Gel Fish,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)",,crosswalk,122880,122880,0
567,1244,1927,11_11,11_11,563,ルナ・レーザーコブラ,Squawking Lunatron,CREATURE,Cyber Moon,"■ Silent skill (At the start of each of your turns, if this creature is tapped, you may keep it tapped and use its silent skill ability.)
  Return up to 3 cards from your mana zone to your hand.",,crosswalk,126976,125184,1792
568,1245,1928,11_12,11_12,564,邪凶の影ゲイザー・アイズ,"Gazer Eyes, Shadow of Secrets",CREATURE,Ghost,"■ Silent skill (At the start of each of your turns, if this creature is tapped, you may keep it tapped and use its silent skill ability.)
  Look at your opponent's hand and choose a card from it. Your opponent discards that card.",,crosswalk,139264,138752,512
569,1246,1929,11_13,11_13,565,薔薇公爵ハザリア,"Hazaria, Duke of Thorns",CREATURE,Dark Lord,"■ Wave striker (While 2 or more other creatures in the battle zone have ""wave striker,"" this creature has its wave striker ability.)
  When you put this creature into the battle zone, your opponent chooses one of his creatures and destroys it.
",,crosswalk,141312,140032,1280
570,1247,1930,11_14,11_14,566,滅亡ルーレット,Roulette of Ruin,SPELL,,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Choose a number. Show your hand to your opponent and discard from it each card that has that cost. Then your opponent shows you his hand and discards from it each card that has that cost.",,crosswalk,126976,125440,1536
571,1248,1931,11_15,11_15,567,タリスマン・リザード,Lockdown Lizard,CREATURE,Melt Warrior,■ Players can't use the  abilities of their creatures.,,crosswalk,139264,139008,256
572,1249,1932,11_16,11_16,568,斬神兵グランドルメス,Eviscerating Warrior Lumez,CREATURE,Armorloid,"■ Wave striker (While 2 or more other creatures in the battle zone have ""wave striker,"" this creature has its wave striker ability.)
  When you put this creature into the battle zone, destroy all creatures that have power 2000 or less.
",,crosswalk,137216,136448,768
573,1250,1933,11_17,11_17,569,超爆合体ダンギルバー,Jabaha's Automaton,EVOLUTION CREATURE,Xenoparts,"■ Evolution-Put on one of your XenoParts.
■ Power attacker +4000 (While attacking, this creature gets +4000 power.)
■ Double breaker (This creature breaks 2 shields.)",,crosswalk,137216,136960,256
574,1251,1934,11_18,11_18,570,地龍の化身,Rollicking Totem,CREATURE,Mystery Totem,"■ Silent skill (At the start of each of your turns, if this creature is tapped, you may keep it tapped and use its silent skill ability.)
  Put a creature that has Dragon in its race from your mana zone into the battle zone.",,crosswalk,137216,135680,1536
575,1252,1935,11_19,11_19,571,ロイヤル・ドリアン,Royal Durian,CREATURE,Wild Veggies,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ When you put this creature into the battle zone, put the top card of each evolution creature from the battle zone into its owner's mana zone.",,crosswalk,135168,133376,1792
576,1253,1936,11_20,11_20,572,シェル・チャーチ,Skyscraper Shell,CREATURE,Colony Beetle,"■ Wave striker (While 2 or more other creatures in the battle zone have ""wave striker,"" this creature has its wave striker ability.)
  When you put this creature into the battle zone, your opponent chooses one of his creatures in the battle zone and puts it into his mana zone.
",,crosswalk,139264,138496,768
577,1254,1937,11_21,11_21,573,宣凶師バレイド,"Baraid, the Explorer",CREATURE,Gladiator,"■ Silent skill (At the start of each of your turns, if this creature is tapped, you may keep it tapped and use its silent skill ability.)
  Your light creatures can't be blocked this turn.",,crosswalk,120832,120576,256
578,1255,1938,11_22,11_22,574,予言者ラメール,"Merlee, the Oracle",CREATURE,Light Bringer,"■ Wave striker (While 2 or more other creatures in the battle zone have ""wave striker,"" this creature has its wave striker ability.)
  Each of your creatures in the battle zone gets +1000 power.
",,crosswalk,120832,119040,1792
579,1256,1939,11_23,11_23,575,フォーチュン・ボール,Lucky Ball,CREATURE,Cyber Virus,"■ When you put this creature into the battle zone, if your opponent has 3 or fewer shields, draw up to 2 cards.",,crosswalk,120832,120320,512
580,1257,1940,11_24,11_24,576,アクア・トリックスター,Aqua Trickster,CREATURE,Liquid People,"■ Wave striker (While 2 or more other creatures in the battle zone have ""wave striker,"" this creature has its wave striker ability.)
  When you put this creature into the battle zone, choose one of your opponent's creatures in the battle zone and tap it.
",,crosswalk,122880,121344,1536
581,1258,1941,11_25,11_25,577,略奪秘宝ジャギラ,"Jagila, the Hidden Pillager",CREATURE,Pandora's Box,"■ Wave striker (While 2 or more other creatures in the battle zone have ""wave striker,"" this creature has its wave striker ability.)
  When you put this creature into the battle zone, your opponent discards 3 cards at random from his hand.
",,crosswalk,131072,129792,1280
582,1259,1942,11_26,11_26,578,デビル・メディスン,Morbid Medicine,SPELL,,■ Return up to 2 creatures from your graveyard to your hand.,,crosswalk,135168,133376,1792
583,1260,1943,11_27,11_27,579,スカイフレーム・リザード,Bonfire Lizard,CREATURE,Melt Warrior,"■ Wave striker (While 2 or more other creatures in the battle zone have ""wave striker,"" this creature has its wave striker ability.)
  When you put this creature into the battle zone, destroy up to 2 of your opponent's creatures that have ""blocker.""
",,crosswalk,135168,135168,0
584,1261,1944,11_28,11_28,580,ジェット・リザード,Hysteria Lizard,CREATURE,Melt Warrior,"■ This creature attacks each turn if able.
■ Power attacker +3000 (While attacking, this creature gets +3000 power.)",,crosswalk,145408,145152,256
585,1262,1945,11_29,11_29,581,ハザード・ホッパー,Hazard Hopper,CREATURE,Giant Insect,"■ At the end of each of your turns, if this creature broke any shields that turn, return it to your hand.",,crosswalk,145408,143616,1792
586,1263,1946,11_30,11_30,582,マッチョ・メロン,Macho Melon,CREATURE,Wild Veggies,"■ Wave striker (While 2 or more other creatures in the battle zone have ""wave striker,"" this creature has its wave striker ability.)
  Power attacker +3000 (While attacking, this creature gets +3000 power.)
",,crosswalk,133120,132096,1024
587,1264,1947,11_31,11_31,583,守護と偶然の象徴,Rise and Shine,SPELL,,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ (This spell is put into your mana zone tapped.)
■ Reveal the top 4 cards of your deck. Put one of them that has ""blocker"" into your hand, and put the rest on the bottom of your deck in any order.",,crosswalk,106496,104960,1536
588,1265,1948,11_32,11_32,584,陰謀と計略の手,Hide and Seek,SPELL,,"■ (This spell is put into your mana zone tapped.)
■ Choose one of your opponent's non-evolution creatures in the battle zone and return it to his hand. Then he discards a card at random from his hand.",,crosswalk,122880,122624,256
589,1266,1949,11_33,11_33,585,崩壊と灼熱の牙,Slash and Burn,SPELL,,"■ (This spell is put into your mana zone tapped.)
■ Whenever any of your opponent's creatures is destroyed this turn, your opponent chooses a card in his mana zone and puts it into his graveyard. Then he chooses one of his shields and puts it into his graveyard.",,crosswalk,120832,119808,1024
590,1267,1950,11_34,11_34,586,焦土と開拓の天変,Reap and Sow,SPELL,,"■ (This spell is put into your mana zone tapped.)
■ Choose a card in your opponent's mana zone and put it into his graveyard. Then put the top card of your deck into your mana zone.",,crosswalk,116736,115456,1280
591,1268,1951,11_35,11_35,587,神秘と創造の石碑,Live and Breathe,SPELL,,"■ (This spell is put into your mana zone tapped.)
■ Whenever you summon a creature this turn, search your deck. You may take a creature from your deck that has the same name as that creature and put it into the battle zone. Then shuffle your deck.",,crosswalk,116736,115200,1536
592,1269,1952,11_36,11_36,588,粛清者イングベルト,"Engbelt, the Spydroid",CREATURE,Soltrooper,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack players.",,crosswalk,120832,120576,256
593,1270,1953,11_37,11_37,589,俊速の使徒ナイアル,"Nial, Vizier of Dexterity",CREATURE,Initiate,"■ At the end of each of your turns, you may untap this creature.",,crosswalk,126976,125440,1536
594,1271,1954,11_38,11_38,590,堅防の使徒アースラ,"Asra, Vizier of Safety",CREATURE,Initiate,"■ Wave striker (While 2 or more other creatures in the battle zone have ""wave striker,"" this creature has its wave striker ability.)
  This creature gets +4000 power and has ""blocker"". (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)",,crosswalk,116736,116480,256
595,1272,1955,11_39,11_39,591,ソル・チューブ,Solar Trap,SPELL,,■ Choose one of your opponent's creatures in the battle zone and tap it.,,crosswalk,106496,105728,768
596,1273,1956,11_40,11_40,592,オカリナ・ハンター,Melodic Hunter,CREATURE,Merfolk,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)",,crosswalk,133120,131328,1792
597,1274,1957,11_41,11_41,593,リバイバル・ソルジャー,Revival Soldier,CREATURE,Merfolk,"■ Wave striker (While 2 or more other creatures in the battle zone have ""wave striker,"" this creature has its wave striker ability.)
  This creature gets +4000 power.
  When this creature would be destroyed, return it to your hand instead.",,crosswalk,131072,129792,1280
598,1275,1958,11_42,11_42,594,タイム・スカウト,Time Scout,CREATURE,Merfolk,"■ When you put this creature into the battle zone, look at the top card of your opponent's deck.",,crosswalk,118784,118784,0
599,1276,1959,11_43,11_43,595,エマージェンシー・タイフーン,Emergency Typhoon,SPELL,,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Draw up to 2 cards. Then discard a card from your hand.",,crosswalk,120832,120576,256
600,1277,1960,11_44,11_44,596,貪欲秘宝ベラッチャ,"Beratcha, the Hidden Glutton",CREATURE,Pandora's Box,"■ Slayer (Whenever this creature battles, destroy the other creature after the battle.)",,crosswalk,147456,145664,1792
601,1278,1961,11_45,11_45,597,玉砕秘宝バイラ,"Baira, the Hidden Lunatic",CREATURE,Pandora's Box,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack.
■ When this creature battles, destroy it after the battle.",,crosswalk,133120,132608,512
602,1279,1962,11_46,11_46,598,邪口虫ラフレシア・ワーム,Saliva Worm,CREATURE,Parasite Worm,"■ Wave striker (While 2 or more other creatures in the battle zone have ""wave striker,"" this creature has its wave striker ability.)
  This creature gets +4000 power and has ""Darkness stealth (This creature can't be blocked while your opponent has any darkness cards in his mana zone).""
",,crosswalk,133120,131328,1792
603,1280,1963,11_47,11_47,599,髑髏怪人スピンホイール,"Spinning Terror, the Wretched",CREATURE,Devil Mask,■ This creature gets +2000 power for each tapped creature your opponent has in the battle zone.,,crosswalk,135168,135168,0
604,1281,1964,11_48,11_48,600,支援団長ガンクローク,"Gankloak, Rogue Commando",CREATURE,Human,"■ Silent skill (At the start of each of your turns, if this creature is tapped, you may keep it tapped and use its silent skill ability.)
  Each of your fire creatures in the battle zone gets ""double breaker"" until the end of the turn. (It breaks 2 shields.)",,crosswalk,139264,137728,1536
605,1282,1965,11_49,11_49,601,炎舞闘士サピエント・アーク,"Sapian Tark, Flame Dervish",CREATURE,Dragonoid,"■ Wave striker (While 2 or more other creatures in the battle zone have ""wave striker,"" this creature has its wave striker ability.)
  This creature gets +4000 power and can attack untapped creatures.
",,crosswalk,137216,136192,1024
606,1283,1966,11_50,11_50,602,ブラッドのカッター,Brad's Cutter,CREATURE,Xenoparts,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)",,crosswalk,141312,140800,512
607,1284,1967,11_51,11_51,603,グシャット・フィスト,Ten-Ton Crunch,SPELL,,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Destroy one of your opponent's creatures that has power 3000 or less.",,crosswalk,122880,122880,0
608,1285,1968,11_52,11_52,604,闘気の棘,Quillspike Rumbler,CREATURE,Beast Folk,"■ Whenever this creature attacks a creature, this creature gets +3000 power until the end of the turn.",,crosswalk,147456,146432,1024
609,1286,1969,11_53,11_53,605,ニンジャ・パンプキン,Ninja Pumpkin,CREATURE,Wild Veggies,"■ Wave striker (While 2 or more other creatures in the battle zone have ""wave striker,"" this creature has its wave striker ability.)
  This creature gets +4000 power and can't be blocked by any creature that has power 5000 or less.
",,crosswalk,147456,146176,1280
610,1287,1970,11_54,11_54,606,冒険妖精ポレゴン,Hearty Cap'n Polligon,CREATURE,Snow Faerie,"■ At the end of each of your turns, if this creature broke any shields that turn, return it to your hand.",,crosswalk,139264,137984,1280
611,1288,1971,11_55,11_55,607,次元の霊峰,Rainbow Gate,SPELL,,"■ Search your deck. You may take a multicolored creature from your deck, show that creature to your opponent, and put it into your hand. Then shuffle your deck.",,crosswalk,126976,125184,1792
612,1289,1972,11_S1,11_S1,608,聖皇エール・ソニアス,Warlord Ailzonius,EVOLUTION CREATURE,Gladiator,"■ Evolution-Put on one of your Gladiators.
■ Double breaker (This creature breaks 2 shields.)
■ Whenever your opponent would choose a creature in the battle zone, he can't choose this one. (It can still be attacked and blocked.)",,crosswalk,133120,132352,768
613,1290,1973,11_S2,11_S2,609,アドラス,Klujadras,CREATURE,Sea Hacker,"■ Wave striker (While 2 or more other creatures in the battle zone have ""wave striker,"" this creature has its wave striker ability.)
  When you put this creature into the battle zone, each player draws a card for each of his creatures in the battle zone that has ""wave striker.""
",,crosswalk,133120,133120,0
614,1291,1974,11_S3,11_S3,610,英知と追撃の宝剣,Miraculous Plague,SPELL,,"■ (This spell is put into your mana zone tapped.)
■ Choose 2 of your opponent's creatures in the battle zone. Your opponent chooses one of them, puts it into his hand, and destroys the other one. Then choose 2 cards in your opponent's mana zone. Your opponent chooses one of them, puts it into his hand, and puts the other one into his graveyard.",,crosswalk,124928,123648,1280
